name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions
Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,master,bd5d779548a002af24daf8c8a2b0cf0ee91531e4,4919,879,,app/build.gradle;build.gradle;navigationtabbar/build.gradle;settings.gradle;,,
MiCode/Notes,https://github.com/MiCode/Notes,master,81a66024fe48eaa2206b854430856fe3875ff3ba,1819,880,,,,
xtuhcy/gecco,https://github.com/xtuhcy/gecco,master,079a76a66d8c3db23d6c604c3f29da9ae107151c,2387,882,pom.xml;,,.travis.yml;,
osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,master,7f4d39e593ab56719e4a9b37b7e2a3e07eb035aa,3261,891,,OsmAnd-api/build.gradle;OsmAnd-java/build.gradle;OsmAnd-telegram/build.gradle;OsmAnd/build-common.gradle;OsmAnd/build-library.gradle;OsmAnd/build.gradle;build.gradle;plugins/Osmand-Nautical/build.gradle;plugins/Osmand-ParkingPlugin/build.gradle;plugins/Osmand-SRTMPlugin/build.gradle;plugins/Osmand-Skimaps/build.gradle;settings.gradle;,,.github/workflows/depsreview.yaml;.github/workflows/gradle-wrapper-validation.yml;
reactor/lite-rx-api-hands-on,https://github.com/reactor/lite-rx-api-hands-on,master,496750b8750e0c25b619a12bea7ee8e2f3c2d472,946,893,pom.xml;,,,
zendesk/maxwell,https://github.com/zendesk/maxwell,master,dc27500720b610268b3ff6f0d409ee47b8ae04fb,3347,894,pom.xml;,,,.github/workflows/ci.yaml;
kennyk65/Microservices-With-Spring-Student-Files,https://github.com/kennyk65/Microservices-With-Spring-Student-Files,master,9f9c13d817ca3664a8190e04c45e50c1cef48db2,305,900,common/config-server/pom.xml;common/eureka-server/pom.xml;lab-1/boot-solution/pom.xml;lab-10/client-solution/pom.xml;lab-10/client/pom.xml;lab-10/config-server-solution/pom.xml;lab-10/config-server/pom.xml;lab-3/client-solution/pom.xml;lab-3/server-solution/pom.xml;lab-4/eureka-client-solution/pom.xml;lab-4/eureka-server-solution/pom.xml;lab-5/sentence-server-solution/pom.xml;lab-5/sentence-server/pom.xml;lab-5/word-server-solution/pom.xml;lab-5/word-server/pom.xml;lab-6/sentence-server-solution/pom.xml;lab-6/sentence-server/pom.xml;lab-6/word-server/pom.xml;lab-7/sentence-server-solution-reactive/pom.xml;lab-7/sentence-server-solution/pom.xml;lab-7/sentence-server/pom.xml;lab-7/turbine-solution/pom.xml;lab-7/word-server/pom.xml;lab-8/client-solution/pom.xml;lab-8/client/pom.xml;lab-8/config-server-solution/pom.xml;lab-8/config-server/pom.xml;lab-9/gateway-solution/pom.xml;lab-9/gateway/pom.xml;lab-9/word-server/pom.xml;lab-xx/config-server/pom.xml;pom.xml;,,,
pubnub/java,https://github.com/pubnub/java,master,41591f60011b9519728946c8daebc14399f753f0,568,903,,build.gradle;settings.gradle;,.travis.yml;,.github/workflows/commands-handler.yml;.github/workflows/release.yml;.github/workflows/run_acceptance_tests.yml;.github/workflows/validate-pubnub-yml.yml;
Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,master,f0d4148a398d99534da10c6a041eb2c87984b20a,4092,903,,build.gradle;constants.gradle;dkplayer-java/build.gradle;dkplayer-players/exo/build.gradle;dkplayer-players/ijk/build.gradle;dkplayer-sample/build.gradle;dkplayer-ui/build.gradle;dkplayer-videocache/build.gradle;publish.gradle;settings.gradle;,,
WinterChenS/my-site,https://github.com/WinterChenS/my-site,master,79bd2fad629d42be4215a28f761b8edcc1766c13,2647,916,pom.xml;,,,.github/workflows/main.yml;
CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,development,8b53287f9465e6ea0855120d8d9223f37115b7b9,4221,916,,AIMSICD/build.gradle;AIMSICD/signing.gradle;build.gradle;settings.gradle;,.travis.yml;,
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,3.5.x,c7731627a9856157809aa0a53840ab7154f3fe6f,5404,919,,aop/build.gradle;benchmarks/build.gradle;bom/build.gradle;buffer-netty/build.gradle;build.gradle;buildSrc/build.gradle;buildSrc/src/main/groovy/io.micronaut.build.internal.convention-base.gradle;buildSrc/src/main/groovy/io.micronaut.build.internal.convention-library.gradle;buildSrc/src/main/groovy/io.micronaut.build.internal.convention-quality.gradle;buildSrc/src/main/groovy/io.micronaut.build.internal.convention-test-library.gradle;buildSrc/src/main/groovy/io.micronaut.build.internal.functional-test.gradle;buildSrc/src/main/groovy/io/micronaut/build/internal/io.micronaut.build.internal.convention-core-library.gradle;context/build.gradle;core-reactive/build.gradle;core/build.gradle;function-client/build.gradle;function-web/build.gradle;function/build.gradle;graal/build.gradle;gradle/geb.gradle;gradle/webdriverbinaries.gradle;http-client-core/build.gradle;http-client/build.gradle;http-netty/build.gradle;http-server-netty/build.gradle;http-server/build.gradle;http-validation/build.gradle;http/build.gradle;inject-groovy-test/build.gradle;inject-groovy/build.gradle;inject-java-test/build.gradle;inject-java/build.gradle;inject-kotlin-test/build.gradle;inject-test-utils/build.gradle;inject/build.gradle;jackson-core/build.gradle;jackson-databind/build.gradle;json-core/build.gradle;management/build.gradle;messaging/build.gradle;parent/build.gradle;router/build.gradle;runtime-osx/build.gradle;runtime/build.gradle;session/build.gradle;settings.gradle;test-suite-groovy/build.gradle;test-suite-helper/build.gradle;test-suite-jakarta-inject-bean-import/build.gradle;test-suite-javax-inject/build.gradle;test-suite-kotlin/build.gradle;test-suite/build.gradle;test-utils/build.gradle;validation/build.gradle;websocket/build.gradle;,,.github/workflows/central-sync.yml;.github/workflows/corretto.yml;.github/workflows/graalvm.yml;.github/workflows/gradle.yml;.github/workflows/publish-snapshot.yml;.github/workflows/release-notes.yml;.github/workflows/release.yml;.github/workflows/sonarqube.yml;
MilosKozak/AndroidAPS,https://github.com/MilosKozak/AndroidAPS,master,972fdbfe9e40853afc09eb06f83045c95acfb53c,451,920,,app/build.gradle;build.gradle;settings.gradle;wear/build.gradle;,.travis.yml;,
alibaba/yugong,https://github.com/alibaba/yugong,master,94a5888688415510a20bd72d246cbf93eb1d43f0,2311,921,pom.xml;,,,
liuyangming/ByteTCC,https://github.com/liuyangming/ByteTCC,master,1355b11548e922c672dced712956a8f65d92a805,2824,923,bytetcc-common/pom.xml;bytetcc-core/pom.xml;bytetcc-supports-dubbo/pom.xml;bytetcc-supports-springboot/pom.xml;bytetcc-supports-springcloud/pom.xml;bytetcc-supports/pom.xml;pom.xml;,,,
osmdroid/osmdroid,https://github.com/osmdroid/osmdroid,master,a9cfce7b7659c2f2443cf739ac5311b3768f82d7,2380,924,releaseHelper/pom.xml;,OSMMapTilePackager/build.gradle;OpenStreetMapViewer/build.gradle;build.gradle;gradle/android-signing.gradle;osmdroid-android/build.gradle;osmdroid-geopackage/build.gradle;osmdroid-mapsforge/build.gradle;osmdroid-server-jdk/build.gradle;osmdroid-shape/build.gradle;osmdroid-simple-map/build.gradle;osmdroid-wms/build.gradle;settings.gradle;,.travis.yml;,.github/workflows/Android-CI-Espresso.yml;.github/workflows/gradle-wrapper-validation.yml;
undertow-io/undertow,https://github.com/undertow-io/undertow,master,309a02450d1df846358d2a9d4f981a67f7e29241,3198,925,benchmarks/pom.xml;core/pom.xml;coverage-report/pom.xml;dist/pom.xml;examples/pom.xml;karaf/pom.xml;parser-generator/pom.xml;pom.xml;servlet/pom.xml;websockets-jsr/pom.xml;,,,.github/workflows/ci.yml;
HouariZegai/Calculator,https://github.com/HouariZegai/Calculator,master,79068356ad40ddb9770733831f275ae781825626,221,928,pom.xml;,,,
spring-cloud/spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,main,91cea9feb0dacf2f2dd7eb31d5ccd19d8a0c04b1,3104,930,docs/pom.xml;pom.xml;spring-cloud-kubernetes-client-autoconfig/pom.xml;spring-cloud-kubernetes-client-config/pom.xml;spring-cloud-kubernetes-client-discovery/pom.xml;spring-cloud-kubernetes-client-loadbalancer/pom.xml;spring-cloud-kubernetes-commons/pom.xml;spring-cloud-kubernetes-controllers/pom.xml;spring-cloud-kubernetes-controllers/spring-cloud-kubernetes-configserver/pom.xml;spring-cloud-kubernetes-controllers/spring-cloud-kubernetes-configuration-watcher/pom.xml;spring-cloud-kubernetes-controllers/spring-cloud-kubernetes-discoveryserver/pom.xml;spring-cloud-kubernetes-dependencies/pom.xml;spring-cloud-kubernetes-discovery/pom.xml;spring-cloud-kubernetes-examples/kubernetes-hello-world-example/pom.xml;spring-cloud-kubernetes-examples/kubernetes-leader-election-example/pom.xml;spring-cloud-kubernetes-examples/kubernetes-loadbalancer-example/greeting-service/pom.xml;spring-cloud-kubernetes-examples/kubernetes-loadbalancer-example/name-service/pom.xml;spring-cloud-kubernetes-examples/kubernetes-loadbalancer-example/pom.xml;spring-cloud-kubernetes-examples/kubernetes-reload-example/pom.xml;spring-cloud-kubernetes-examples/pom.xml;spring-cloud-kubernetes-fabric8-autoconfig/pom.xml;spring-cloud-kubernetes-fabric8-config/pom.xml;spring-cloud-kubernetes-fabric8-discovery/pom.xml;spring-cloud-kubernetes-fabric8-istio/pom.xml;spring-cloud-kubernetes-fabric8-leader/pom.xml;spring-cloud-kubernetes-fabric8-loadbalancer/pom.xml;spring-cloud-kubernetes-integration-tests/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-client-config-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-client-configmap-event-reload/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-client-loadbalancer-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-client-reactive-discoveryclient-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-client-secrets-event-reload/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-configuration-watcher-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-core-k8s-client-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-discoveryclient-it/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-configmap-event-reload/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-configmap-polling-reload/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-configmap/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-discovery/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-loadbalancer/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-secrets-event-reload/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-client-simple-core/pom.xml;spring-cloud-kubernetes-integration-tests/spring-cloud-kubernetes-fabric8-istio-it/pom.xml;spring-cloud-kubernetes-test-support/pom.xml;spring-cloud-starter-kubernetes-client-all/pom.xml;spring-cloud-starter-kubernetes-client-config/pom.xml;spring-cloud-starter-kubernetes-client-loadbalancer/pom.xml;spring-cloud-starter-kubernetes-client/pom.xml;spring-cloud-starter-kubernetes-discoveryclient/pom.xml;spring-cloud-starter-kubernetes-fabric8-all/pom.xml;spring-cloud-starter-kubernetes-fabric8-config/pom.xml;spring-cloud-starter-kubernetes-fabric8-loadbalancer/pom.xml;spring-cloud-starter-kubernetes-fabric8/pom.xml;,,,.github/workflows/maven.yaml;
opentripplanner/OpenTripPlanner,https://github.com/opentripplanner/OpenTripPlanner,dev-2.x,7192759384e8e397aea686a6d8ac94e3a6eee68b,1731,931,pom.xml;,,,.github/workflows/cibuild.yml;.github/workflows/close_stale_pr_and_issues.yml;.github/workflows/performance-test.yml;.github/workflows/post-merge.yml;
alibaba/QLExpress,https://github.com/alibaba/QLExpress,master,d88691ff66e602efc632fe3e5b5b46d3563c77ca,3518,953,pom.xml;,,,.github/workflows/maven-publish.yml;
aistrate/AlgorithmsSedgewick,https://github.com/aistrate/AlgorithmsSedgewick,master,06703c1371ffdf669d3996baa9e9684d13cdcc82,2653,963,,,,
Red5/red5-server,https://github.com/Red5/red5-server,master,9a2097e57c8cbb2afcbfa4efd00ee90b3b05d9c1,3098,965,client/pom.xml;common/pom.xml;io/pom.xml;pom.xml;server/pom.xml;server/src/main/server/webapps/SOSample/META-INF/maven/org.red5/red5-example-SOSample/pom.xml;service/pom.xml;,,,
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,master,ba073f2f4ae2db6fdb03b4f4041811105fc3e96a,6194,968,distribution/pom.xml;full-backend-tests/pom.xml;graylog-plugin-archetype/pom.xml;graylog-plugin-archetype/src/main/resources/archetype-resources/pom.xml;graylog-plugin-parent/graylog-plugin-web-parent/pom.xml;graylog-plugin-parent/pom.xml;graylog-project-parent/pom.xml;graylog-storage-elasticsearch6/pom.xml;graylog-storage-elasticsearch7/pom.xml;graylog2-server/pom.xml;pom.xml;,,graylog-plugin-archetype/src/main/resources/archetype-resources/.travis.yml;graylog2-web-interface/packages/graylog-web-plugin/.travis.yml;,.github/workflows/build.yml;.github/workflows/fix-linter-hints.yml;.github/workflows/no-response.yml;.github/workflows/reviewbot.yml;.github/workflows/update-browserslist-db.yml;.github/workflows/updating-lockfile.yml;
pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,master,c8e236557a976191b29144e024c03754bf865d00,4542,970,,NiuDroidPlayer/app/build.gradle;NiuDroidPlayer/build.gradle;NiuDroidPlayer/settings.gradle;PLDroidPlayerDemo/app/build.gradle;PLDroidPlayerDemo/build.gradle;PLDroidPlayerDemo/settings.gradle;,,
JetBrains/intellij-plugins,https://github.com/JetBrains/intellij-plugins,master,e8cbdf27038336683ee3e87ab963a4c2cf064322,1845,971,cucumber-java/testData/integration/cucumber_java_1_0/pom.xml;cucumber-java/testData/integration/cucumber_java_1_2/pom.xml;cucumber-java/testData/integration/cucumber_java_2_0/pom.xml;cucumber-java/testData/integration/cucumber_java_2_4/pom.xml;cucumber-java/testData/integration/cucumber_java_3_0/pom.xml;cucumber-java/testData/integration/cucumber_java_4_5/pom.xml;cucumber-java/testData/integration/cucumber_java_4_7/pom.xml;cucumber-java/testData/integration/cucumber_java_5_0/pom.xml;cucumber-java/testData/integration/cucumber_java_5_0_junit/pom.xml;,AngularJS/build.gradle.kts;CloudFormation/metadata-package/build.gradle;gauge/build.gradle;gauge/settings.gradle;handlebars/build.gradle;handlebars/settings.gradle;mdx/build.gradle.kts;mdx/settings.gradle.kt;platformio/build.gradle;platformio/settings.gradle;prettierJS/build.gradle.kts;prettierJS/settings.gradle;serial-monitor/build.gradle;tslint/build.gradle.kts;tslint/settings.gradle;vuejs/build.gradle.kts;,,
wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,master,f849a5c2704c974ba182fe4e2e205fa7f4fd395d,4650,972,,build.gradle;library/build.gradle;library/gradle-mvn-push.gradle;sample/build.gradle;settings.gradle;,.travis.yml;,
nutzam/nutz,https://github.com/nutzam/nutz,master,cfd5c06777ee508928875a3881bcaee8752f76f1,2459,973,demo/nutzdemo/pom.xml;pom.xml;,_build.gradle;build/build.gradle;settings.gradle;,.travis.yml;,
spring-projects/spring-data-mongodb,https://github.com/spring-projects/spring-data-mongodb,main,d130984bdc45f4600b79ba259586e2c2b8a328a0,1421,974,pom.xml;spring-data-mongodb-benchmarks/pom.xml;spring-data-mongodb-distribution/pom.xml;spring-data-mongodb/pom.xml;,,,.github/workflows/project.yml;
commons-app/apps-android-commons,https://github.com/commons-app/apps-android-commons,master,320d14c784d43c3b2d131d66e38df3d6f7cf0383,742,975,,app/build.gradle;build.gradle;data-client/build.gradle;gitutils.gradle;jacoco.gradle;settings.gradle;,data-client/.travis.yml;,.github/workflows/android.yml;
techGay/v9porn,https://github.com/techGay/v9porn,master,9539b4ecfeb112746a1350d5a28a921bcb0019a4,4576,977,,app/build.gradle;build.gradle;exolibrary/build.gradle;settings.gradle;,,.github/workflows/android.yml;
javaparser/javaparser,https://github.com/javaparser/javaparser,master,48dfd6d04abfd44b4d01da283c5aaaf1b3c05aaf,4289,977,javaparser-core-generators/pom.xml;javaparser-core-metamodel-generator/pom.xml;javaparser-core-serialization/pom.xml;javaparser-core-testing-bdd/pom.xml;javaparser-core-testing/pom.xml;javaparser-core/pom.xml;javaparser-symbol-solver-core/pom.xml;javaparser-symbol-solver-testing/pom.xml;pom.xml;,,,.github/workflows/create_github_release.yml;.github/workflows/maven_tests.yml;.github/workflows/prepare_release_changelog.yml;
seven332/EhViewer,https://github.com/seven332/EhViewer,master,ba6d41b91f53b0835f73fb2903b5c4ff1259786c,7176,979,,app/build.gradle;build.gradle;daogenerator/build.gradle;settings.gradle;,,
rstudio/rstudio,https://github.com/rstudio/rstudio,main,175f031b4f193f6a971163f088227c68d5fc569e,4015,980,,src/cpp/ext/fmt/support/build.gradle;,,.github/workflows/stale.yml;
markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,master,ed688391cdf95742892ce61494736667cf5baf08,6399,990,,blockcanary-analyzer/build.gradle;blockcanary-analyzer/gradle-mvn-push.gradle;blockcanary-android-no-op/build.gradle;blockcanary-android-no-op/gradle-mvn-push.gradle;blockcanary-android/build.gradle;blockcanary-android/gradle-mvn-push.gradle;blockcanary-sample/build.gradle;build.gradle;settings.gradle;,,
spring-projects/spring-integration,https://github.com/spring-projects/spring-integration,main,5a178de7e7d3e13ed706fc4f3781163e970a081f,1310,991,,build.gradle;gradle/docs.gradle;gradle/publish-maven.gradle;settings.gradle;,,.github/workflows/central-sync-close.yml;.github/workflows/central-sync-create.yml;.github/workflows/central-sync-release.yml;.github/workflows/pr-build-workflow.yml;
habuma/spring-in-action-5-samples,https://github.com/habuma/spring-in-action-5-samples,master,ff98b2ec36eeb627e4547713c8acbbd26a0eaa33,1138,999,ch01/tacos/pom.xml;ch02/tacos/pom.xml;ch03/tacos-jdbc/pom.xml;ch03/tacos-jpa/pom.xml;ch04/tacos/pom.xml;ch05/tacos/pom.xml;ch06/pom.xml;ch06/tacocloud-api/pom.xml;ch06/tacocloud-data/pom.xml;ch06/tacocloud-domain/pom.xml;ch06/tacocloud-security/pom.xml;ch06/tacocloud-ui/pom.xml;ch06/tacocloud-web/pom.xml;ch06/tacos/pom.xml;ch07/pom.xml;ch07/tacocloud-api/pom.xml;ch07/tacocloud-data/pom.xml;ch07/tacocloud-domain/pom.xml;ch07/tacocloud-restclient/pom.xml;ch07/tacocloud-security/pom.xml;ch07/tacocloud-ui/pom.xml;ch07/tacocloud-web/pom.xml;ch07/tacos/pom.xml;ch08/pom.xml;ch08/tacocloud-api/pom.xml;ch08/tacocloud-data/pom.xml;ch08/tacocloud-domain/pom.xml;ch08/tacocloud-kitchen/pom.xml;ch08/tacocloud-messaging-jms/pom.xml;ch08/tacocloud-messaging-kafka/pom.xml;ch08/tacocloud-messaging-rabbitmq/pom.xml;ch08/tacocloud-restclient/pom.xml;ch08/tacocloud-security/pom.xml;ch08/tacocloud-ui/pom.xml;ch08/tacocloud-web/pom.xml;ch08/tacos/pom.xml;ch09/simple-flow/pom.xml;ch09/taco-cloud/pom.xml;ch09/taco-cloud/tacocloud-api/pom.xml;ch09/taco-cloud/tacocloud-data/pom.xml;ch09/taco-cloud/tacocloud-domain/pom.xml;ch09/taco-cloud/tacocloud-email/pom.xml;ch09/taco-cloud/tacocloud-kitchen/pom.xml;ch09/taco-cloud/tacocloud-messaging-jms/pom.xml;ch09/taco-cloud/tacocloud-messaging-kafka/pom.xml;ch09/taco-cloud/tacocloud-messaging-rabbitmq/pom.xml;ch09/taco-cloud/tacocloud-restclient/pom.xml;ch09/taco-cloud/tacocloud-security/pom.xml;ch09/taco-cloud/tacocloud-ui/pom.xml;ch09/taco-cloud/tacocloud-web/pom.xml;ch09/taco-cloud/tacos/pom.xml;ch10/reactor-fun/pom.xml;ch11_12/tacocloud-cassandra/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-api/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-data/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-domain/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-email/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-kitchen/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-messaging-jms/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-messaging-kafka/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-messaging-rabbitmq/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-restclient/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-security/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-ui/pom.xml;ch11_12/tacocloud-cassandra/tacocloud-web/pom.xml;ch11_12/tacocloud-cassandra/tacos/pom.xml;ch11_12/tacocloud-mongodb/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-api/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-data-mongodb/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-domain-mongodb/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-email/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-kitchen/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-messaging-jms/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-messaging-kafka/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-messaging-rabbitmq/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-restclient/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-security/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-ui/pom.xml;ch11_12/tacocloud-mongodb/tacocloud-web/pom.xml;ch11_12/tacocloud-mongodb/tacos/pom.xml;ch13/ingredient-client/pom.xml;ch13/ingredient-service/pom.xml;ch13/service-registry/pom.xml;ch14/config-server/pom.xml;ch14/greetings/config-server/pom.xml;ch14/greetings/greetings/pom.xml;ch14/ingredient-client/pom.xml;ch14/ingredient-service/pom.xml;ch14/service-registry/pom.xml;ch15/config-server/pom.xml;ch15/hystrix-dashboard/pom.xml;ch15/ingredient-client/pom.xml;ch15/ingredient-service/pom.xml;ch15/service-registry/pom.xml;ch15/turbine-server/pom.xml;ch16/config-server/pom.xml;ch16/hystrix-dashboard/pom.xml;ch16/ingredient-client/pom.xml;ch16/ingredient-service/pom.xml;ch16/service-registry/pom.xml;ch16/taco-service/pom.xml;ch16/turbine-server/pom.xml;ch17/boot-admin-server/pom.xml;ch17/config-server/pom.xml;ch17/hystrix-dashboard/pom.xml;ch17/ingredient-client/pom.xml;ch17/ingredient-service/pom.xml;ch17/service-registry/pom.xml;ch17/taco-service/pom.xml;ch17/turbine-server/pom.xml;ch18/boot-admin-server/pom.xml;ch18/config-server/pom.xml;ch18/hystrix-dashboard/pom.xml;ch18/ingredient-client/pom.xml;ch18/ingredient-service/pom.xml;ch18/service-registry/pom.xml;ch18/taco-service/pom.xml;ch18/turbine-server/pom.xml;ch19/boot-admin-server/pom.xml;ch19/config-server/pom.xml;ch19/hystrix-dashboard/pom.xml;ch19/ingredient-client/pom.xml;ch19/ingredient-service/pom.xml;ch19/service-registry/pom.xml;ch19/taco-service/pom.xml;ch19/turbine-server/pom.xml;,,,
super30admin/Linked-List-1,https://github.com/super30admin/Linked-List-1,master,8cda07fbb7170e4e038b102660cf468dd79bb8dd,1,1004,,,,
avjinder/Minimal-Todo,https://github.com/avjinder/Minimal-Todo,master,83bf4c6f56b808149481b0c4b5a88e8a2215e16b,2090,1011,,app/build.gradle;build.gradle;settings.gradle;,.travis.yml;,
graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,master,35ff68db1e1d567428539d74f2169ca7799ee2a3,5557,1029,,build.gradle;settings.gradle;,,.github/workflows/master.yml;.github/workflows/pull_request.yml;.github/workflows/release.yml;
reactor/reactor-core,https://github.com/reactor/reactor-core,main,2bedc5f6ae02724a8e4a866f3be3996c93de4f18,4233,1035,,benchmarks/build.gradle;build.gradle;buildSrc/build.gradle;buildSrc/settings.gradle;gradle/asciidoc.gradle;gradle/javadoc.gradle;gradle/releaser.gradle;gradle/setup.gradle;reactor-core-micrometer/build.gradle;reactor-core/build.gradle;reactor-test/build.gradle;reactor-tools/build.gradle;reactor-tools/src/buildPluginTest/resources/mock-gradle/build.gradle;reactor-tools/src/buildPluginTest/resources/mock-gradle/settings.gradle;settings.gradle;,,.github/workflows/ci.yml;.github/workflows/gradle-wrapper-validation.yml;.github/workflows/publish.yml;
jackpal/Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator,master,35188f8a8b57989a4a4ec9485e11187b46be26d9,2762,1035,,build.gradle;emulatorview/build.gradle;libtermexec/build.gradle;samples/intents/build.gradle;samples/pathbroadcasts/build.gradle;samples/telnet/build.gradle;settings.gradle;term/build.gradle;,,
