name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Jacoco, GA Cobertura,GA Javadoc
CatVodTVOfficial/TVBoxOSC,https://github.com/CatVodTVOfficial/TVBoxOSC,main,92edc818eae160adb5e24bd29c4f45f856d9f10e,828,1092,,app/build.gradle;build.gradle;player/build.gradle;settings.gradle;,,.github/workflows/test.yml;,,,,,,,,,,,,,,
sarxos/webcam-capture,https://github.com/sarxos/webcam-capture,master,f7b5c7778adb3c6c6df647b227bcc16989960242,1997,1094,pom.xml;webcam-capture-addons/pom.xml;webcam-capture-addons/webcam-capture-addon-spycam/pom.xml;webcam-capture-addons/webcam-capture-addon-swt/pom.xml;webcam-capture-drivers/driver-ffmpeg-cli/pom.xml;webcam-capture-drivers/driver-fswebcam/pom.xml;webcam-capture-drivers/driver-gst1/pom.xml;webcam-capture-drivers/driver-gstreamer/pom.xml;webcam-capture-drivers/driver-ipcam/pom.xml;webcam-capture-drivers/driver-jmf/pom.xml;webcam-capture-drivers/driver-lti-civil/pom.xml;webcam-capture-drivers/driver-mjpeg/pom.xml;webcam-capture-drivers/driver-opencv/pom.xml;webcam-capture-drivers/driver-openimaj/pom.xml;webcam-capture-drivers/driver-raspberrypi/pom.xml;webcam-capture-drivers/driver-screencapture/pom.xml;webcam-capture-drivers/driver-v4l4j/pom.xml;webcam-capture-drivers/driver-vlcj/pom.xml;webcam-capture-drivers/pom.xml;webcam-capture-examples/pom.xml;webcam-capture-examples/webcam-capture-akka/pom.xml;webcam-capture-examples/webcam-capture-applet/pom.xml;webcam-capture-examples/webcam-capture-detect-face/pom.xml;webcam-capture-examples/webcam-capture-executable/pom.xml;webcam-capture-examples/webcam-capture-javafx-fxml/pom.xml;webcam-capture-examples/webcam-capture-javafx-service/pom.xml;webcam-capture-examples/webcam-capture-javafx/pom.xml;webcam-capture-examples/webcam-capture-live-streaming/pom.xml;webcam-capture-examples/webcam-capture-manycams/pom.xml;webcam-capture-examples/webcam-capture-motiondetector/pom.xml;webcam-capture-examples/webcam-capture-onejar/pom.xml;webcam-capture-examples/webcam-capture-painter/pom.xml;webcam-capture-examples/webcam-capture-qrcode/pom.xml;webcam-capture-examples/webcam-capture-swt-awt/pom.xml;webcam-capture-examples/webcam-capture-transformer/pom.xml;webcam-capture-examples/webcam-capture-video-recording-humble/pom.xml;webcam-capture-examples/webcam-capture-video-recording/pom.xml;webcam-capture-examples/webcam-capture-websockets/pom.xml;webcam-capture-pages/pom.xml;webcam-capture/pom.xml;,,.travis.yml;,,,pom.xml;,pom.xml;webcam-capture-addons/pom.xml;webcam-capture-examples/pom.xml;,,,,,,.travis.yml;,,,,,
GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,master,0c0a5e1970fd9454a02a3a2f9a415be2757f99dc,3307,1095,,.gradle;.gradle/3.3;.gradle/3.3/taskArtifacts;.gradle/3.3/taskArtifacts/fileHashes.bin;.gradle/3.3/taskArtifacts/fileSnapshots.bin;.gradle/3.3/taskArtifacts/taskArtifacts.bin;.gradle/3.3/taskArtifacts/taskArtifacts.lock;.gradle/3.3/tasks;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localClassSetAnalysis;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.bin;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.lock;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localJarClasspathSnapshot;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.bin;.gradle/3.3/tasks/_emoji_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.lock;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localClassSetAnalysis;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.bin;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.lock;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localJarClasspathSnapshot;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.bin;.gradle/3.3/tasks/_emoji_compileReleaseJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.lock;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localClassSetAnalysis;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.bin;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localClassSetAnalysis/localClassSetAnalysis.lock;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localJarClasspathSnapshot;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.bin;.gradle/3.3/tasks/_test1_compileDebugJavaWithJavac/localJarClasspathSnapshot/localJarClasspathSnapshot.lock;app/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,master,ca458a28f053612973d5d6059dae5f6f2ca4fcb7,3063,1097,,,,,,,,,,,,,,,,,,
davemorrissey/subsampling-scale-image-view,https://github.com/davemorrissey/subsampling-scale-image-view,master,173e421fdbfa971fe8db2d943c1bd758ce679d24,7314,1098,,build.gradle;library/build.gradle;release.gradle;sample/build.gradle;settings.gradle;,,,,,,,,library/build.gradle;release.gradle;,,,,,,,,
traex/RippleEffect,https://github.com/traex/RippleEffect,master,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1,4958,1101,,build.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
cSploit/android,https://github.com/cSploit/android,develop,3679ca5b40e687c8618d9b9fa58f50164e8168e5,2862,1101,,build.gradle;cSploit/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
litesuits/android-common,https://github.com/litesuits/android-common,master,4aa89fdf605c7f9d1f5a50f97212f1d4756450ad,3620,1102,,app/build.gradle;build.gradle;settings.gradle;,,,,,,,,app/build.gradle;build.gradle;,,,,,,,,
hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,master,f56cfad812d52fc56b65ab0f3bce80ceb4054c88,4716,1105,src/java/pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,
luxiaoxun/NettyRpc,https://github.com/luxiaoxun/NettyRpc,master,e7135b3b30bf26d9ae5a41b28582613ff6f43044,2077,1106,netty-rpc-client/pom.xml;netty-rpc-common/pom.xml;netty-rpc-server/pom.xml;netty-rpc-test/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
stormzhang/9GAG,https://github.com/stormzhang/9GAG,master,90bedc9fcc74d9e9744760c1266211635654fe1a,2157,1108,,app/build.gradle;build.gradle;config.gradle;extras/ShimmerAndroid/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
yanzhenjie/AndPermission,https://github.com/yanzhenjie/AndPermission,master,00bedd6a3a939ce6dab22885723699025c63377b,6562,1111,,build.gradle;config.gradle;permission/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
gabrielf/maven-samples,https://github.com/gabrielf/maven-samples,master,4d47c7d9bd4ca5ea765d78c76020dd71cf133e8b,22,1111,multi-module/pom.xml;multi-module/server/pom.xml;multi-module/webapp/pom.xml;pom.xml;single-module/pom.xml;,,,,,single-module/pom.xml;,multi-module/pom.xml;single-module/pom.xml;,,,,,,,,,,,
a466350665/smart-sso,https://github.com/a466350665/smart-sso,master,ed0b9742b1292d471181ab749b9112066d60034c,1852,1116,pom.xml;smart-sso-client-redis/pom.xml;smart-sso-client/pom.xml;smart-sso-demo/pom.xml;smart-sso-server/pom.xml;,,,,,,,,,,,,,,,,,
wcaquinocursos/tasks-backend,https://github.com/wcaquinocursos/tasks-backend,master,05f161b8ceffe57944429f7a7a521d1310630c3a,11,1118,pom.xml;,,,,pom.xml;,,,,,,,,,,,,,
Javen205/IJPay,https://github.com/Javen205/IJPay,master,f45166afc830360e7e40e53f53302b90fce60ea5,3898,1118,IJPay-AliPay/pom.xml;IJPay-All/pom.xml;IJPay-Core/pom.xml;IJPay-Demo-JFinal/pom.xml;IJPay-Demo-SpringBoot/pom.xml;IJPay-JDPay/pom.xml;IJPay-PayPal/pom.xml;IJPay-QQ/pom.xml;IJPay-UnionPay/pom.xml;IJPay-WxPay/pom.xml;IJPay-XPay/pom.xml;pom.xml;,,.travis.yml;,,,pom.xml;,pom.xml;,,,,.travis.yml;,,.travis.yml;,.travis.yml;,,,,
hongyangAndroid/Android_Blog_Demos,https://github.com/hongyangAndroid/Android_Blog_Demos,master,48c3575d0c97c8fd740473ea240910a492d2d3b3,1563,1120,,app/build.gradle;blogcodes/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
wequick/Small,https://github.com/wequick/Small,master,efac42e8c6edf51705c761f0d4fcf7ae18c36d69,5018,1120,,Android/DevSample/BundleTests.gradle;Android/DevSample/build.gradle;Android/DevSample/buildSrc/bintray.gradle;Android/DevSample/buildSrc/build.gradle;Android/DevSample/buildSrc/provided.gradle;Android/DevSample/buildSrc/publish.gradle;Android/DevSample/buildSrc/settings.gradle;Android/DevSample/buildSrc/version.gradle;Android/DevSample/settings.gradle;Android/DevSample/small-databinding/base.gradle;Android/DevSample/small-databinding/build.gradle;Android/DevSample/small-databinding/settings.gradle;Android/DevSample/small/base.gradle;Android/DevSample/small/build.gradle;Android/DevSample/small/install.gradle;Android/DevSample/small/publish.gradle;Android/DevSample/small/settings.gradle;Android/DevSample/small/version.gradle;Android/Sample/app+stub/build.gradle;Android/Sample/app.detail/build.gradle;Android/Sample/app.home/build.gradle;Android/Sample/app.main/build.gradle;Android/Sample/app.mine/build.gradle;Android/Sample/app.ok-if-stub/build.gradle;Android/Sample/app/build.gradle;Android/Sample/build.gradle;Android/Sample/jni_plugin/build.gradle;Android/Sample/lib.afterutils/build.gradle;Android/Sample/lib.analytics/build.gradle;Android/Sample/lib.style/build.gradle;Android/Sample/lib.utils/build.gradle;Android/Sample/settings.gradle;Android/Sample/vendor-aar/build.gradle;Android/Sample/web.about/build.gradle;Android/templates/activities/SmallLauncher/root/root-full-build.gradle.ftl;Android/templates/activities/SmallLauncher/root/root-part-build.gradle.ftl;,.travis.yml;,,,,,,,Android/DevSample/buildSrc/bintray.gradle;Android/DevSample/small-databinding/build.gradle;Android/DevSample/small/build.gradle;Android/DevSample/small/publish.gradle;,,,,,,,,
qos-ch/logback,https://github.com/qos-ch/logback,master,21267c32407f1efe6abe0df7fc0252231786b842,2460,1123,logback-access/pom.xml;logback-classic/pom.xml;logback-core/pom.xml;logback-examples/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/main.yml;,,,pom.xml;,,,,,,,,,,,
SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,master,eee589e385d148d51c32aad3667fdc30839bb576,2848,1124,,ResideMenu/build.gradle;ResideMenuDemo/build.gradle;build.gradle;maven_push.gradle;settings.gradle;,,,,,,,,maven_push.gradle;,,,,,,,,
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,master,bf8a7db55c82afe5e75cce98f944a88b56af3b5c,3753,1130,pom.xml;,build.gradle;settings.gradle;,.travis.yml;,.github/workflows/maven.yml;,pom.xml;,pom.xml;,pom.xml;,build.gradle;,,build.gradle;,,,.travis.yml;,,,,,
DSpace/DSpace,https://github.com/DSpace/DSpace,main,f32d1ad0b0459b68a1d6f6907f3e3ba0d44e5e47,648,1132,dspace-api/pom.xml;dspace-iiif/pom.xml;dspace-oai/pom.xml;dspace-rdf/pom.xml;dspace-rest/pom.xml;dspace-server-webapp/pom.xml;dspace-services/pom.xml;dspace-sword/pom.xml;dspace-swordv2/pom.xml;dspace/modules/additions/pom.xml;dspace/modules/pom.xml;dspace/modules/rest/pom.xml;dspace/modules/server/pom.xml;dspace/pom.xml;pom.xml;,,,.github/workflows/build.yml;.github/workflows/docker.yml;.github/workflows/issue_opened.yml;.github/workflows/label_merge_conflicts.yml;,dspace/pom.xml;pom.xml;,,pom.xml;,,,,,,,,,,,
xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,master,dda6b9ff5816758ec18716fa0c17280422aafb15,3918,1136,,build.gradle;demo/build.gradle;lib/build.gradle;settings.gradle;,,,,,,,,lib/build.gradle;,,,,,,,,
HelloWorld521/Java,https://github.com/HelloWorld521/Java,master,9bd12073568d6a91366268106f06632f0f50321d,2191,1137,seckill/pom.xml;springboot-shiro/pom.xml;,,,,,,,,,,,,,,,,,
LaunchCodeEducation/techjobs-mvc,https://github.com/LaunchCodeEducation/techjobs-mvc,master,ce4a80c90f54c64c4a159780703fc1b3db7d50bd,3,1138,,build.gradle;,,,,,,,,,,,,,,,,
cabaletta/baritone,https://github.com/cabaletta/baritone,master,17a2aa42e95453d53a87a32e1bde4596aad1e48d,4565,1141,,build.gradle;buildSrc/build.gradle;settings.gradle;,,.github/workflows/gradle_build.yml;.github/workflows/run_tests.yml;,,,,,,build.gradle;,,,,,,,,
apache/iceberg,https://github.com/apache/iceberg,master,31e1ef4548e1d9452154bc92992b74c0ddaece0f,2926,1143,,baseline.gradle;build.gradle;deploy.gradle;flink/build.gradle;flink/v1.13/build.gradle;flink/v1.14/build.gradle;flink/v1.15/build.gradle;hive-runtime/build.gradle;hive3-orc-bundle/build.gradle;hive3/build.gradle;jmh.gradle;mr/build.gradle;settings.gradle;spark/build.gradle;spark/v2.4/build.gradle;spark/v3.0/build.gradle;spark/v3.1/build.gradle;spark/v3.2/build.gradle;spark/v3.3/build.gradle;tasks.gradle;,,.github/workflows/api-binary-compatibility.yml;.github/workflows/flink-ci.yml;.github/workflows/hive-ci.yml;.github/workflows/java-ci.yml;.github/workflows/jmh-bechmarks.yml;.github/workflows/labeler.yml;.github/workflows/license_check.yml;.github/workflows/publish-snapshot.yml;.github/workflows/python-ci.yml;.github/workflows/python-legacy-ci.yml;.github/workflows/spark-ci.yml;,,,,,,build.gradle;deploy.gradle;tasks.gradle;,,,,,,,,.github/workflows/flink-ci.yml;.github/workflows/hive-ci.yml;.github/workflows/java-ci.yml;.github/workflows/spark-ci.yml;
kiegroup/jbpm,https://github.com/kiegroup/jbpm,main,41a30c636ac5ad6a6c38c3c20c2e95d03dff8593,1361,1145,jbpm-audit/pom.xml;jbpm-bpmn2-emfextmodel/pom.xml;jbpm-bpmn2/pom.xml;jbpm-case-mgmt/jbpm-case-mgmt-api/pom.xml;jbpm-case-mgmt/jbpm-case-mgmt-cmmn/pom.xml;jbpm-case-mgmt/jbpm-case-mgmt-impl/pom.xml;jbpm-case-mgmt/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/hibernate-core/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/jbpm-ejb-services/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/jbpm-persistence/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/jbpm/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-integration-deps/rest/pom.xml;jbpm-container-test/jbpm-in-container-test/jbpm-container-test-suite/pom.xml;jbpm-container-test/jbpm-in-container-test/pom.xml;jbpm-container-test/jbpm-in-container-test/shrinkwrap-war-profiles/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/jbpm-remote-ejb-test-app/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/jbpm-remote-ejb-test-domain/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/jbpm-remote-ejb-test-suite/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/test-kjar-parent/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/test-kjar-parent/test-kjar-bpmn-build/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/test-kjar-parent/test-kjar-evaluation/pom.xml;jbpm-container-test/jbpm-remote-ejb-test/test-kjar-parent/test-kjar-integration/pom.xml;jbpm-container-test/pom.xml;jbpm-db-scripts/pom.xml;jbpm-distribution/pom.xml;jbpm-document/pom.xml;jbpm-event-emitters/jbpm-event-emitters-elasticsearch/pom.xml;jbpm-event-emitters/jbpm-event-emitters-kafka/pom.xml;jbpm-event-emitters/pom.xml;jbpm-examples/pom.xml;jbpm-flow-builder/pom.xml;jbpm-flow/pom.xml;jbpm-human-task/jbpm-human-task-audit/pom.xml;jbpm-human-task/jbpm-human-task-core/pom.xml;jbpm-human-task/jbpm-human-task-jpa/pom.xml;jbpm-human-task/jbpm-human-task-workitems/pom.xml;jbpm-human-task/pom.xml;jbpm-installer/pom.xml;jbpm-persistence/jbpm-persistence-api/pom.xml;jbpm-persistence/jbpm-persistence-jpa/pom.xml;jbpm-persistence/pom.xml;jbpm-query-jpa/pom.xml;jbpm-runtime-manager/pom.xml;jbpm-runtime-manager/src/test/resources/kjar/pom.xml;jbpm-services/jbpm-executor-cdi/pom.xml;jbpm-services/jbpm-executor/pom.xml;jbpm-services/jbpm-kie-services/pom.xml;jbpm-services/jbpm-kie-services/src/test/filtered-resources/multi-remotable/pojo-pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar-jpa/pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar-sales/pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar-task-vars/pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar-with-deps/data-pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar-with-deps/pom.xml;jbpm-services/jbpm-kie-services/src/test/resources/kjar/pom.xml;jbpm-services/jbpm-services-api/pom.xml;jbpm-services/jbpm-services-cdi/pom.xml;jbpm-services/jbpm-services-cdi/src/test/resources/kjar-jpa/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-executor-ejb/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-services-ejb-api/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-services-ejb-client/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-services-ejb-client/src/test/resources/kjar/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-services-ejb-impl/pom.xml;jbpm-services/jbpm-services-ejb/jbpm-services-ejb-timer/pom.xml;jbpm-services/jbpm-services-ejb/pom.xml;jbpm-services/jbpm-shared-services/pom.xml;jbpm-services/pom.xml;jbpm-test-coverage/pom.xml;jbpm-test-util/pom.xml;jbpm-test/pom.xml;jbpm-workitems/jbpm-workitems-archetype/pom.xml;jbpm-workitems/jbpm-workitems-archetype/src/main/resources/archetype-resources/pom.xml;jbpm-workitems/jbpm-workitems-bpmn2/pom.xml;jbpm-workitems/jbpm-workitems-core/pom.xml;jbpm-workitems/jbpm-workitems-email/pom.xml;jbpm-workitems/jbpm-workitems-jms/pom.xml;jbpm-workitems/jbpm-workitems-repository-archetype/pom.xml;jbpm-workitems/jbpm-workitems-repository-archetype/src/main/resources/archetype-resources/pom.xml;jbpm-workitems/jbpm-workitems-rest/pom.xml;jbpm-workitems/jbpm-workitems-template-resources/pom.xml;jbpm-workitems/jbpm-workitems-webservice/pom.xml;jbpm-workitems/pom.xml;jbpm-xes/pom.xml;pom.xml;,,,.github/workflows/pull_request.yml;,,,jbpm-bpmn2-emfextmodel/pom.xml;jbpm-distribution/pom.xml;,,,,,,,,,,,
SimonVT/android-menudrawer,https://github.com/SimonVT/android-menudrawer,master,59e8d18e109c77d911b8b63232d66d5f0551cf6a,2626,1147,,build.gradle;menudrawer-samples/build.gradle;menudrawer/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,master,7de744638fdefb826bc0b36866c36f4401c08c30,5245,1148,helloworlds/1.1-common-frameworks-and-lib/apache-commons-lib/pom.xml;helloworlds/1.1-common-frameworks-and-lib/guava-lib/pom.xml;helloworlds/1.1-common-frameworks-and-lib/pom.xml;helloworlds/1.1-common-frameworks-and-lib/quasar/pom.xml;helloworlds/1.1-common-frameworks-and-lib/spring/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/dozer/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/mapstruct/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/modelmapper/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/orika/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/pom.xml;helloworlds/1.6-usefull-libraries/bean_mapping/selma/pom.xml;helloworlds/1.6-usefull-libraries/collections/apache-commons/pom.xml;helloworlds/1.6-usefull-libraries/collections/gs-eclipse/pom.xml;helloworlds/1.6-usefull-libraries/collections/guava/pom.xml;helloworlds/1.6-usefull-libraries/collections/pom.xml;helloworlds/1.6-usefull-libraries/dependency_injection/dependency-injection-dagger/pom.xml;helloworlds/1.6-usefull-libraries/dependency_injection/dependency-injection-guice/pom.xml;helloworlds/1.6-usefull-libraries/dependency_injection/dependency-injection-spring/pom.xml;helloworlds/1.6-usefull-libraries/dependency_injection/pom.xml;helloworlds/1.6-usefull-libraries/functional_programming/cyclops_react/pom.xml;helloworlds/1.6-usefull-libraries/functional_programming/javaslang/pom.xml;helloworlds/1.6-usefull-libraries/functional_programming/jdk_stream_api/pom.xml;helloworlds/1.6-usefull-libraries/functional_programming/pom.xml;helloworlds/1.6-usefull-libraries/pom.xml;helloworlds/2.8-machine-learning/deeplearning4j/pom.xml;helloworlds/2.8-machine-learning/pom.xml;helloworlds/2.8-machine-learning/smile/pom.xml;helloworlds/2.8-natural-language-processing/opennlp/pom.xml;helloworlds/2.8-natural-language-processing/pom.xml;helloworlds/2.8-natural-language-processing/stanford-core-nlp/pom.xml;helloworlds/3.7-web-crawling-and-html-parser/Jsoup/pom.xml;helloworlds/3.7-web-crawling-and-html-parser/pom.xml;helloworlds/3.8-json/fastjson/pom.xml;helloworlds/3.8-json/genson/pom.xml;helloworlds/3.8-json/gson/pom.xml;helloworlds/3.8-json/ig_json_parser/pom.xml;helloworlds/3.8-json/jackson/pom.xml;helloworlds/3.8-json/json_java/pom.xml;helloworlds/3.8-json/json_path/pom.xml;helloworlds/3.8-json/json_schema_validator/pom.xml;helloworlds/3.8-json/json_simple/pom.xml;helloworlds/3.8-json/jsonschema2pojo/pom.xml;helloworlds/3.8-json/logansquare/pom.xml;helloworlds/3.8-json/minimal-json/pom.xml;helloworlds/3.8-json/moshi/pom.xml;helloworlds/3.8-json/pom.xml;helloworlds/4.1-testing/cucumber/pom.xml;helloworlds/4.1-testing/image-comparison/pom.xml;helloworlds/4.1-testing/mockito/pom.xml;helloworlds/4.1-testing/pom.xml;helloworlds/5.0-other-examples/pom.xml;helloworlds/9.9-template/library_name/pom.xml;helloworlds/9.9-template/pom.xml;helloworlds/pom.xml;,,,,,,helloworlds/5.0-other-examples/pom.xml;,,,,,,,,,,,
stacktipslab/Advance-Android-Tutorials,https://github.com/stacktipslab/Advance-Android-Tutorials,master,518ab44f4a873a75bee8fe527951846e9d9fab7e,348,1149,,,,,,,,,,,,,,,,,,
facebook/stetho,https://github.com/facebook/stetho,main,7c4dc8de4deb28c012b199ef52b9b5c7ad626793,12530,1149,,build.gradle;release.gradle;settings.gradle;stetho-js-rhino/build.gradle;stetho-okhttp/build.gradle;stetho-okhttp3/build.gradle;stetho-sample/build.gradle;stetho-timber/build.gradle;stetho-urlconnection/build.gradle;stetho/build.gradle;,.travis.yml;,,,,,,,release.gradle;,,,,,,,,
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,master,d3feaadabb8e4780e8bca330f4f67b94f21e1796,5212,1151,,build.gradle;gradle-mvn-push.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,gradle-mvn-push.gradle;,,,,,,,,
brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,master,36c0cddd3ec62bdd3fc33b6e9c5f951fec53f417,2771,1152,sourcecode/learnssm-firstssm/pom.xml;sourcecode/springmvcfirst/pom.xml;sourcecode/springmvcsecond/pom.xml;,,,,,,,,,,,,,,,,,
Twitter4J/Twitter4J,https://github.com/Twitter4J/Twitter4J,master,51a7414495d3d4d6f20caa476f672fa5e7fdac7d,2648,1152,pom.xml;twitter4j-appengine/pom.xml;twitter4j-async/pom.xml;twitter4j-core/pom.xml;twitter4j-examples/pom.xml;twitter4j-http2-support/pom.xml;twitter4j-stream/pom.xml;,,.travis.yml;,,,,twitter4j-appengine/pom.xml;twitter4j-async/pom.xml;twitter4j-core/pom.xml;twitter4j-examples/pom.xml;twitter4j-http2-support/pom.xml;twitter4j-stream/pom.xml;,,,,,,,,,,,
xubinux/xbin-store,https://github.com/xubinux/xbin-store,master,b26c7142eaef948f27e05a8252ea11e5600c4f01,2129,1154,pom.xml;xbin-store-common-config/pom.xml;xbin-store-common-mapper/pom.xml;xbin-store-common-pojo/pom.xml;xbin-store-common/pom.xml;xbin-store-service-admin-api/pom.xml;xbin-store-service-admin/pom.xml;xbin-store-service-cart-api/pom.xml;xbin-store-service-cart/pom.xml;xbin-store-service-item-api/pom.xml;xbin-store-service-item/pom.xml;xbin-store-service-notify-api/pom.xml;xbin-store-service-notify/pom.xml;xbin-store-service-order-api/pom.xml;xbin-store-service-order/pom.xml;xbin-store-service-portal-api/pom.xml;xbin-store-service-portal/pom.xml;xbin-store-service-redis-api/pom.xml;xbin-store-service-redis/pom.xml;xbin-store-service-search-api/pom.xml;xbin-store-service-search/pom.xml;xbin-store-service-sso-api/pom.xml;xbin-store-service-sso/pom.xml;xbin-store-web-admin/pom.xml;xbin-store-web-cart/pom.xml;xbin-store-web-item/pom.xml;xbin-store-web-order/pom.xml;xbin-store-web-portal/pom.xml;xbin-store-web-search/pom.xml;xbin-store-web-sso/pom.xml;,,,,,,,,,,,,,,,,,
baichengzhou/SpringMVC-Mybatis-Shiro-redis-0.2,https://github.com/baichengzhou/SpringMVC-Mybatis-Shiro-redis-0.2,master,ce2a2c30a35da487e4bacef441a71bfcca878dfb,1769,1155,pom.xml;,,,,,,,,,,,,,,,,,
ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,master,b61e6ae4320d5bf63d803ed0ccc33894d854539b,2932,1155,lts-admin/pom.xml;lts-core/pom.xml;lts-jobclient/pom.xml;lts-jobtracker/pom.xml;lts-monitor/pom.xml;lts-spring/pom.xml;lts-startup/pom.xml;lts-tasktracker/pom.xml;lts/pom.xml;pom.xml;,,,,,,lts/pom.xml;pom.xml;,,,,,,,,,,,
wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,master,ce152b910a59c66863baa68b007ac67e6b9de671,5843,1157,,build.gradle;richeditor/build.gradle;sample/build.gradle;settings.gradle;signingConfigs/debug.gradle;signingConfigs/release.gradle;,,,,,,,,,,,,,,,,
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,master,97739f6690a7676b62f0eb1246ae195ac98df4e2,4783,1164,,build.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
