name,link,Default Branch,SHA,Stargazers Count,Forks Count,Date,Maven,Gradle,Travis CI,Github Actions
arduino/Arduino,https://github.com/arduino/Arduino,master,43b0818f7fa8073301db1b80ac832b7b7596b828,13003,7040,21/07/2022 16:35:30,,,,.github/workflows/ant.yml;
square/retrofit,https://github.com/square/retrofit,master,6cd6f7d8287f73909614cb7300fcde05f5719750,40250,7156,21/07/2022 16:35:30,,build.gradle;retrofit-adapters/guava/build.gradle;retrofit-adapters/java8/build.gradle;retrofit-adapters/rxjava/build.gradle;retrofit-adapters/rxjava2/build.gradle;retrofit-adapters/rxjava3/build.gradle;retrofit-adapters/scala/build.gradle;retrofit-converters/gson/build.gradle;retrofit-converters/guava/build.gradle;retrofit-converters/jackson/build.gradle;retrofit-converters/java8/build.gradle;retrofit-converters/jaxb/build.gradle;retrofit-converters/jaxb3/build.gradle;retrofit-converters/moshi/build.gradle;retrofit-converters/protobuf/build.gradle;retrofit-converters/scalars/build.gradle;retrofit-converters/simplexml/build.gradle;retrofit-converters/wire/build.gradle;retrofit-mock/build.gradle;retrofit/android-test/build.gradle;retrofit/build.gradle;retrofit/kotlin-test/build.gradle;retrofit/robovm-test/build.gradle;retrofit/test-helpers/build.gradle;samples/build.gradle;settings.gradle;,,.github/workflows/build.yml;
firebase/quickstart-android,https://github.com/firebase/quickstart-android,master,916586ef511409327f94d38c077b950af45b2159,8166,7384,21/07/2022 16:35:30,,admob/app/build.gradle;admob/build.gradle;admob/settings.gradle;analytics/app/build.gradle;analytics/build.gradle;analytics/settings.gradle;appdistribution/app/build.gradle;appdistribution/build.gradle;appdistribution/settings.gradle;auth/app/build.gradle;auth/build.gradle;auth/settings.gradle;build.gradle;config/app/build.gradle;config/build.gradle;config/settings.gradle;crash/app/build.gradle;crash/build.gradle;crash/settings.gradle;database/app/build.gradle;database/build.gradle;database/settings.gradle;dynamiclinks/app/build.gradle;dynamiclinks/build.gradle;dynamiclinks/settings.gradle;firestore/app/build.gradle;firestore/build.gradle;firestore/settings.gradle;functions/app/build.gradle;functions/build.gradle;functions/settings.gradle;inappmessaging/app/build.gradle;inappmessaging/build.gradle;inappmessaging/settings.gradle;internal/chooserx/build.gradle;internal/lint/build.gradle;internal/lintchecks/build.gradle;messaging/app/build.gradle;messaging/build.gradle;messaging/settings.gradle;perf/app/build.gradle;perf/build.gradle;perf/settings.gradle;settings.gradle;storage/app/build.gradle;storage/build.gradle;storage/settings.gradle;,,.github/workflows/android.yml;
jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,master,bcefcc5f797cd898f1ef09d7c6f5b1bd453fafe6,19216,7527,21/07/2022 16:35:30,bom/pom.xml;cli/pom.xml;core/pom.xml;coverage/pom.xml;pom.xml;test/pom.xml;war/pom.xml;websocket/jetty9/pom.xml;websocket/spi/pom.xml;,,,.github/workflows/changelog.yml;.github/workflows/label-conflicting-pr.yml;.github/workflows/publish-release-artifact.yml;
udacity/ud839_Miwok,https://github.com/udacity/ud839_Miwok,Starter-code,2dac66555014a39a6f77ecaf2c35c3167a6daa9f,697,7887,21/07/2022 16:35:33,,app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/manual.yml;
alibaba/druid,https://github.com/alibaba/druid,master,7e4778b7563258b1b8ec5e64a0775da31f580a63,25779,8188,21/07/2022 16:35:30,druid-admin/pom.xml;druid-spring-boot-starter/pom.xml;druid-wrapper/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/ci.yaml;
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,master,f10dc0a45be84e89acb48f6cf259620f52838b6e,26175,9248,21/07/2022 16:35:30,demo-activiti/pom.xml;demo-actuator/pom.xml;demo-admin/admin-client/pom.xml;demo-admin/admin-server/pom.xml;demo-admin/pom.xml;demo-async/pom.xml;demo-cache-ehcache/pom.xml;demo-cache-redis/pom.xml;demo-codegen/pom.xml;demo-docker/pom.xml;demo-dubbo/dubbo-common/pom.xml;demo-dubbo/dubbo-consumer/pom.xml;demo-dubbo/dubbo-provider/pom.xml;demo-dubbo/pom.xml;demo-dynamic-datasource/pom.xml;demo-elasticsearch-rest-high-level-client/pom.xml;demo-elasticsearch/pom.xml;demo-email/pom.xml;demo-exception-handler/pom.xml;demo-flyway/pom.xml;demo-graylog/pom.xml;demo-helloworld/pom.xml;demo-https/pom.xml;demo-ldap/pom.xml;demo-log-aop/pom.xml;demo-logback/pom.xml;demo-mongodb/pom.xml;demo-mq-kafka/pom.xml;demo-mq-rabbitmq/pom.xml;demo-mq-rocketmq/pom.xml;demo-multi-datasource-jpa/pom.xml;demo-multi-datasource-mybatis/pom.xml;demo-neo4j/pom.xml;demo-oauth/oauth-authorization-server/pom.xml;demo-oauth/oauth-resource-server/pom.xml;demo-oauth/pom.xml;demo-orm-beetlsql/pom.xml;demo-orm-jdbctemplate/pom.xml;demo-orm-jpa/pom.xml;demo-orm-mybatis-mapper-page/pom.xml;demo-orm-mybatis-plus/pom.xml;demo-orm-mybatis/pom.xml;demo-pay/pom.xml;demo-properties/pom.xml;demo-ratelimit-guava/pom.xml;demo-ratelimit-redis/pom.xml;demo-rbac-security/pom.xml;demo-rbac-shiro/pom.xml;demo-session/pom.xml;demo-sharding-jdbc/pom.xml;demo-social/pom.xml;demo-swagger-beauty/pom.xml;demo-swagger/pom.xml;demo-task-quartz/pom.xml;demo-task-xxl-job/pom.xml;demo-task/pom.xml;demo-template-beetl/pom.xml;demo-template-enjoy/pom.xml;demo-template-freemarker/pom.xml;demo-template-thymeleaf/pom.xml;demo-tio/pom.xml;demo-uflo/pom.xml;demo-upload/pom.xml;demo-ureport2/pom.xml;demo-urule/pom.xml;demo-war/pom.xml;demo-websocket-socketio/pom.xml;demo-websocket/pom.xml;demo-zookeeper/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/maven.yml;
apache/rocketmq,https://github.com/apache/rocketmq,develop,8336b49949a37f2027273c4172c14824fc8d0218,17690,9950,21/07/2022 16:35:30,acl/pom.xml;broker/pom.xml;client/pom.xml;common/pom.xml;container/pom.xml;controller/pom.xml;distribution/pom.xml;example/pom.xml;filter/pom.xml;logging/pom.xml;namesrv/pom.xml;openmessaging/pom.xml;pom.xml;proxy/pom.xml;remoting/pom.xml;srvutil/pom.xml;store/pom.xml;test/pom.xml;tools/pom.xml;,,.travis.yml;,.github/workflows/greetings.yml;.github/workflows/license-checker.yaml;
google/guava,https://github.com/google/guava,master,0bacca267f48f383438cdae16c04f13383309b9f,45160,10053,21/07/2022 16:35:30,android/guava-bom/pom.xml;android/guava-testlib/pom.xml;android/guava-tests/pom.xml;android/guava/pom.xml;android/pom.xml;futures/failureaccess/pom.xml;futures/listenablefuture1/pom.xml;futures/listenablefuture9999/pom.xml;guava-bom/pom.xml;guava-gwt/pom.xml;guava-testlib/pom.xml;guava-tests/pom.xml;guava/pom.xml;pom.xml;,,,.github/workflows/ci.yml;
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,master,a8c82701168f7143ec4c90dabe10c7c8faa77e9a,31099,10347,21/07/2022 16:35:30,,build.gradle;buildApp.gradle;buildCommon.gradle;buildLib.gradle;buildSrc/build.gradle;buildSrc/settings.gradle;config/flavor.gradle;config/publish.gradle;feature/launcher/app/build.gradle;feature/main/app/build.gradle;feature/main/pkg/build.gradle;feature/mock/build.gradle;feature/subutil/app/build.gradle;feature/subutil/export/build.gradle;feature/subutil/pkg/build.gradle;feature/utilcode/app/build.gradle;feature/utilcode/export/build.gradle;feature/utilcode/pkg/build.gradle;lib/base/build.gradle;lib/common/build.gradle;lib/subutil/build.gradle;lib/utilcode/build.gradle;lib/utildebug-no-op/build.gradle;lib/utildebug/build.gradle;module_config.gradle;plugin/api-gradle-plugin/build.gradle;plugin/buildSrc-plugin/build.gradle;plugin/bus-gradle-plugin/build.gradle;plugin/lib/base-transform/build.gradle;settings.gradle;,,.github/workflows/android.yml;
apache/flink,https://github.com/apache/flink,master,e5b075e6444e460e2a71d87840ba4c573e5b3766,19382,10994,21/07/2022 16:35:30,flink-annotations/pom.xml;flink-architecture-tests/flink-architecture-tests-base/pom.xml;flink-architecture-tests/flink-architecture-tests-production/pom.xml;flink-architecture-tests/flink-architecture-tests-test/pom.xml;flink-architecture-tests/pom.xml;flink-clients/pom.xml;flink-connectors/flink-connector-aws-base/pom.xml;flink-connectors/flink-connector-aws-kinesis-firehose/pom.xml;flink-connectors/flink-connector-aws-kinesis-streams/pom.xml;flink-connectors/flink-connector-base/pom.xml;flink-connectors/flink-connector-cassandra/pom.xml;flink-connectors/flink-connector-elasticsearch-base/pom.xml;flink-connectors/flink-connector-elasticsearch6/pom.xml;flink-connectors/flink-connector-elasticsearch7/pom.xml;flink-connectors/flink-connector-files/pom.xml;flink-connectors/flink-connector-gcp-pubsub/pom.xml;flink-connectors/flink-connector-hbase-1.4/pom.xml;flink-connectors/flink-connector-hbase-2.2/pom.xml;flink-connectors/flink-connector-hbase-base/pom.xml;flink-connectors/flink-connector-hive/pom.xml;flink-connectors/flink-connector-jdbc/pom.xml;flink-connectors/flink-connector-kafka/pom.xml;flink-connectors/flink-connector-kinesis/pom.xml;flink-connectors/flink-connector-pulsar/pom.xml;flink-connectors/flink-connector-rabbitmq/pom.xml;flink-connectors/flink-file-sink-common/pom.xml;flink-connectors/flink-hadoop-compatibility/pom.xml;flink-connectors/flink-hcatalog/pom.xml;flink-connectors/flink-sql-connector-aws-kinesis-firehose/pom.xml;flink-connectors/flink-sql-connector-aws-kinesis-streams/pom.xml;flink-connectors/flink-sql-connector-elasticsearch6/pom.xml;flink-connectors/flink-sql-connector-elasticsearch7/pom.xml;flink-connectors/flink-sql-connector-hbase-1.4/pom.xml;flink-connectors/flink-sql-connector-hbase-2.2/pom.xml;flink-connectors/flink-sql-connector-hive-2.3.9/pom.xml;flink-connectors/flink-sql-connector-hive-3.1.2/pom.xml;flink-connectors/flink-sql-connector-kafka/pom.xml;flink-connectors/flink-sql-connector-kinesis/pom.xml;flink-connectors/flink-sql-connector-pulsar/pom.xml;flink-connectors/flink-sql-connector-rabbitmq/pom.xml;flink-connectors/pom.xml;flink-container/pom.xml;flink-contrib/flink-connector-wikiedits/pom.xml;flink-contrib/pom.xml;flink-core/pom.xml;flink-dist-scala/pom.xml;flink-dist/pom.xml;flink-docs/pom.xml;flink-dstl/flink-dstl-dfs/pom.xml;flink-dstl/pom.xml;flink-end-to-end-tests/flink-batch-sql-test/pom.xml;flink-end-to-end-tests/flink-cli-test/pom.xml;flink-end-to-end-tests/flink-confluent-schema-registry/pom.xml;flink-end-to-end-tests/flink-connector-gcp-pubsub-emulator-tests/pom.xml;flink-end-to-end-tests/flink-dataset-allround-test/pom.xml;flink-end-to-end-tests/flink-dataset-fine-grained-recovery-test/pom.xml;flink-end-to-end-tests/flink-datastream-allround-test/pom.xml;flink-end-to-end-tests/flink-distributed-cache-via-blob-test/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-aws-kinesis-firehose/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-aws-kinesis-streams/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-common-elasticsearch/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-common-kafka/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-common/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-elasticsearch6/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-elasticsearch7/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-hbase/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-pulsar/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-scala/pom.xml;flink-end-to-end-tests/flink-end-to-end-tests-sql/pom.xml;flink-end-to-end-tests/flink-file-sink-test/pom.xml;flink-end-to-end-tests/flink-glue-schema-registry-avro-test/pom.xml;flink-end-to-end-tests/flink-glue-schema-registry-json-test/pom.xml;flink-end-to-end-tests/flink-heavy-deployment-stress-test/pom.xml;flink-end-to-end-tests/flink-high-parallelism-iterations-test/pom.xml;flink-end-to-end-tests/flink-local-recovery-and-allocation-test/pom.xml;flink-end-to-end-tests/flink-metrics-availability-test/pom.xml;flink-end-to-end-tests/flink-metrics-reporter-prometheus-test/pom.xml;flink-end-to-end-tests/flink-netty-shuffle-memory-control-test/pom.xml;flink-end-to-end-tests/flink-parent-child-classloading-test-lib-package/pom.xml;flink-end-to-end-tests/flink-parent-child-classloading-test-program/pom.xml;flink-end-to-end-tests/flink-plugins-test/another-dummy-fs/pom.xml;flink-end-to-end-tests/flink-plugins-test/dummy-fs/pom.xml;flink-end-to-end-tests/flink-plugins-test/pom.xml;flink-end-to-end-tests/flink-python-test/pom.xml;flink-end-to-end-tests/flink-queryable-state-test/pom.xml;flink-end-to-end-tests/flink-quickstart-test/pom.xml;flink-end-to-end-tests/flink-rocksdb-state-memory-control-test/pom.xml;flink-end-to-end-tests/flink-sql-client-test/pom.xml;flink-end-to-end-tests/flink-state-evolution-test/pom.xml;flink-end-to-end-tests/flink-stream-sql-test/pom.xml;flink-end-to-end-tests/flink-stream-state-ttl-test/pom.xml;flink-end-to-end-tests/flink-stream-stateful-job-upgrade-test/pom.xml;flink-end-to-end-tests/flink-streaming-kafka-test-base/pom.xml;flink-end-to-end-tests/flink-streaming-kafka-test/pom.xml;flink-end-to-end-tests/flink-streaming-kinesis-test/pom.xml;flink-end-to-end-tests/flink-tpcds-test/pom.xml;flink-end-to-end-tests/flink-tpch-test/pom.xml;flink-end-to-end-tests/pom.xml;flink-examples/flink-examples-batch/pom.xml;flink-examples/flink-examples-build-helper/flink-examples-streaming-gcp-pubsub/pom.xml;flink-examples/flink-examples-build-helper/flink-examples-streaming-state-machine/pom.xml;flink-examples/flink-examples-build-helper/pom.xml;flink-examples/flink-examples-streaming/pom.xml;flink-examples/flink-examples-table/pom.xml;flink-examples/pom.xml;flink-external-resources/flink-external-resource-gpu/pom.xml;flink-external-resources/pom.xml;flink-filesystems/flink-azure-fs-hadoop/pom.xml;flink-filesystems/flink-fs-hadoop-shaded/pom.xml;flink-filesystems/flink-gs-fs-hadoop/pom.xml;flink-filesystems/flink-hadoop-fs/pom.xml;flink-filesystems/flink-oss-fs-hadoop/pom.xml;flink-filesystems/flink-s3-fs-base/pom.xml;flink-filesystems/flink-s3-fs-hadoop/pom.xml;flink-filesystems/flink-s3-fs-presto/pom.xml;flink-filesystems/pom.xml;flink-formats/flink-avro-confluent-registry/pom.xml;flink-formats/flink-avro-glue-schema-registry/pom.xml;flink-formats/flink-avro/pom.xml;flink-formats/flink-compress/pom.xml;flink-formats/flink-csv/pom.xml;flink-formats/flink-format-common/pom.xml;flink-formats/flink-hadoop-bulk/pom.xml;flink-formats/flink-json-glue-schema-registry/pom.xml;flink-formats/flink-json/pom.xml;flink-formats/flink-orc-nohive/pom.xml;flink-formats/flink-orc/pom.xml;flink-formats/flink-parquet/pom.xml;flink-formats/flink-sequence-file/pom.xml;flink-formats/flink-sql-avro-confluent-registry/pom.xml;flink-formats/flink-sql-avro/pom.xml;flink-formats/flink-sql-csv/pom.xml;flink-formats/flink-sql-json/pom.xml;flink-formats/flink-sql-orc/pom.xml;flink-formats/flink-sql-parquet/pom.xml;flink-formats/pom.xml;flink-fs-tests/pom.xml;flink-java/pom.xml;flink-kubernetes/pom.xml;flink-libraries/flink-cep-scala/pom.xml;flink-libraries/flink-cep/pom.xml;flink-libraries/flink-gelly-examples/pom.xml;flink-libraries/flink-gelly-scala/pom.xml;flink-libraries/flink-gelly/pom.xml;flink-libraries/flink-state-processing-api/pom.xml;flink-libraries/pom.xml;flink-metrics/flink-metrics-core/pom.xml;flink-metrics/flink-metrics-datadog/pom.xml;flink-metrics/flink-metrics-dropwizard/pom.xml;flink-metrics/flink-metrics-graphite/pom.xml;flink-metrics/flink-metrics-influxdb/pom.xml;flink-metrics/flink-metrics-jmx/pom.xml;flink-metrics/flink-metrics-prometheus/pom.xml;flink-metrics/flink-metrics-slf4j/pom.xml;flink-metrics/flink-metrics-statsd/pom.xml;flink-metrics/pom.xml;flink-optimizer/pom.xml;flink-python/pom.xml;flink-queryable-state/flink-queryable-state-client-java/pom.xml;flink-queryable-state/flink-queryable-state-runtime/pom.xml;flink-queryable-state/pom.xml;flink-quickstart/flink-quickstart-java/pom.xml;flink-quickstart/flink-quickstart-java/src/main/resources/archetype-resources/pom.xml;flink-quickstart/flink-quickstart-scala/pom.xml;flink-quickstart/flink-quickstart-scala/src/main/resources/archetype-resources/pom.xml;flink-quickstart/pom.xml;flink-rpc/flink-rpc-akka-loader/pom.xml;flink-rpc/flink-rpc-akka/pom.xml;flink-rpc/flink-rpc-core/pom.xml;flink-rpc/pom.xml;flink-runtime-web/pom.xml;flink-runtime/pom.xml;flink-scala/pom.xml;flink-state-backends/flink-statebackend-changelog/pom.xml;flink-state-backends/flink-statebackend-heap-spillable/pom.xml;flink-state-backends/flink-statebackend-rocksdb/pom.xml;flink-state-backends/pom.xml;flink-streaming-java/pom.xml;flink-streaming-scala/pom.xml;flink-table/flink-sql-client/pom.xml;flink-table/flink-sql-gateway-api/pom.xml;flink-table/flink-sql-gateway/pom.xml;flink-table/flink-sql-parser-hive/pom.xml;flink-table/flink-sql-parser/pom.xml;flink-table/flink-table-api-bridge-base/pom.xml;flink-table/flink-table-api-java-bridge/pom.xml;flink-table/flink-table-api-java-uber/pom.xml;flink-table/flink-table-api-java/pom.xml;flink-table/flink-table-api-scala-bridge/pom.xml;flink-table/flink-table-api-scala/pom.xml;flink-table/flink-table-code-splitter/pom.xml;flink-table/flink-table-common/pom.xml;flink-table/flink-table-planner-loader-bundle/pom.xml;flink-table/flink-table-planner-loader/pom.xml;flink-table/flink-table-planner/pom.xml;flink-table/flink-table-runtime/pom.xml;flink-table/flink-table-test-utils/pom.xml;flink-table/pom.xml;flink-test-utils-parent/flink-connector-test-utils/pom.xml;flink-test-utils-parent/flink-test-utils-junit/pom.xml;flink-test-utils-parent/flink-test-utils/pom.xml;flink-test-utils-parent/pom.xml;flink-tests/pom.xml;flink-walkthroughs/flink-walkthrough-common/pom.xml;flink-walkthroughs/flink-walkthrough-datastream-java/pom.xml;flink-walkthroughs/flink-walkthrough-datastream-java/src/main/resources/archetype-resources/pom.xml;flink-walkthroughs/flink-walkthrough-datastream-scala/pom.xml;flink-walkthroughs/flink-walkthrough-datastream-scala/src/main/resources/archetype-resources/pom.xml;flink-walkthroughs/pom.xml;flink-yarn-tests/pom.xml;flink-yarn/pom.xml;pom.xml;tools/ci/java-ci-tools/pom.xml;,,,.github/workflows/docs.yml;
